-1.24496e-01,0.028
-1.24492e-01,0.028
-1.24488e-01,0.028
-1.24484e-01,0.024
-1.24480e-01,0.032
-1.24476e-01,0.024
-1.24472e-01,0.024
-1.24468e-01,0.024
-1.24464e-01,0.02
-1.24460e-01,0.016
-1.24456e-01,0.016
-1.24452e-01,0.024
-1.24448e-01,0.032
-1.24444e-01,0.016
-1.24440e-01,0.024
-1.24436e-01,0.032
-1.24432e-01,0.016
-1.24428e-01,0.02
-1.24424e-01,0.028
-1.24420e-01,0.012
-1.24416e-01,0.024
-1.24412e-01,0.012
-1.24408e-01,0.012
-1.24404e-01,0.028
-1.24400e-01,0.032
-1.24396e-01,0.024
-1.24392e-01,0.016
-1.24388e-01,0.024
-1.24384e-01,0.028
-1.24380e-01,0.02
-1.24376e-01,0.024
-1.24372e-01,0.016
-1.24368e-01,0.02
-1.24364e-01,0.028
-1.24360e-01,0.036
-1.24356e-01,0.032
-1.24352e-01,0.016
-1.24348e-01,0.012
-1.24344e-01,0.032
-1.24340e-01,0.024
-1.24336e-01,0.028
-1.24332e-01,0.016
-1.24328e-01,0.028
-1.24324e-01,0.028
-1.24320e-01,0.02
-1.24316e-01,0.02
-1.24312e-01,0.028
-1.24308e-01,0.024
-1.24304e-01,0.024
-1.24300e-01,0.032
-1.24296e-01,0.028
-1.24292e-01,0.024
-1.24288e-01,0.036
-1.24284e-01,0.036
-1.24280e-01,0.02
-1.24276e-01,0.016
-1.24272e-01,0.016
-1.24268e-01,0.028
-1.24264e-01,0.02
-1.24260e-01,0.032
-1.24256e-01,0.02
-1.24252e-01,0.012
-1.24248e-01,0.028
-1.24244e-01,0.024
-1.24240e-01,0.028
-1.24236e-01,0.032
-1.24232e-01,0.02
-1.24228e-01,0.024
-1.24224e-01,0.028
-1.24220e-01,0.024
-1.24216e-01,0.024
-1.24212e-01,0.024
-1.24208e-01,0.028
-1.24204e-01,0.02
-1.24200e-01,0.012
-1.24196e-01,0.02
-1.24192e-01,0.02
-1.24188e-01,0.028
-1.24184e-01,0.024
-1.24180e-01,0.016
-1.24176e-01,0.024
-1.24172e-01,0.028
-1.24168e-01,0.012
-1.24164e-01,0.032
-1.24160e-01,0.016
-1.24156e-01,0.024
-1.24152e-01,0.016
-1.24148e-01,0.024
-1.24144e-01,0.024
-1.24140e-01,0.024
-1.24136e-01,0.02
-1.24132e-01,0.024
-1.24128e-01,0.024
-1.24124e-01,0.02
-1.24120e-01,0.024
-1.24116e-01,0.012
-1.24112e-01,0.028
-1.24108e-01,0.02
-1.24104e-01,0.024
-1.24100e-01,0.024
-1.24096e-01,0.032
-1.24092e-01,0.032
-1.24088e-01,0.036
-1.24084e-01,0.028
-1.24080e-01,0.016
-1.24076e-01,0.032
-1.24072e-01,0.032
-1.24068e-01,0.024
-1.24064e-01,0.028
-1.24060e-01,0.02
-1.24056e-01,0.024
-1.24052e-01,0.016
-1.24048e-01,0.028
-1.24044e-01,0.028
-1.24040e-01,0.028
-1.24036e-01,0.024
-1.24032e-01,0.032
-1.24028e-01,0.028
-1.24024e-01,0.012
-1.24020e-01,0.02
-1.24016e-01,0.024
-1.24012e-01,0.028
-1.24008e-01,0.032
-1.24004e-01,0.032
-1.24000e-01,0.02
-1.23996e-01,0.028
-1.23992e-01,0.02
-1.23988e-01,0.028
-1.23984e-01,0.028
-1.23980e-01,0.012
-1.23976e-01,0.02
-1.23972e-01,0.02
-1.23968e-01,0.028
-1.23964e-01,0.016
-1.23960e-01,0.028
-1.23956e-01,0.016
-1.23952e-01,0.024
-1.23948e-01,0.032
-1.23944e-01,0.028
-1.23940e-01,0.012
-1.23936e-01,0.02
-1.23932e-01,0.024
-1.23928e-01,0.028
-1.23924e-01,0.028
-1.23920e-01,0.032
-1.23916e-01,0.008
-1.23912e-01,0.028
-1.23908e-01,0.028
-1.23904e-01,0.036
-1.23900e-01,0.016
-1.23896e-01,0.028
-1.23892e-01,0.02
-1.23888e-01,0.016
-1.23884e-01,0.024
-1.23880e-01,0.028
-1.23876e-01,0.028
-1.23872e-01,0.02
-1.23868e-01,0.024
-1.23864e-01,0.02
-1.23860e-01,0.028
-1.23856e-01,0.02
-1.23852e-01,0.024
-1.23848e-01,0.016
-1.23844e-01,0.024
-1.23840e-01,0.012
-1.23836e-01,0.016
-1.23832e-01,0.016
-1.23828e-01,0.02
-1.23824e-01,0.024
-1.23820e-01,0.02
-1.23816e-01,0.024
-1.23812e-01,0.02
-1.23808e-01,0.024
-1.23804e-01,0.028
-1.23800e-01,0.012
-1.23796e-01,0.04
-1.23792e-01,0.02
-1.23788e-01,0.024
-1.23784e-01,0.02
-1.23780e-01,0.02
-1.23776e-01,0.024
-1.23772e-01,0.016
-1.23768e-01,0.016
-1.23764e-01,0.02
-1.23760e-01,0.028
-1.23756e-01,0.02
-1.23752e-01,0.016
-1.23748e-01,0.012
-1.23744e-01,0.024
-1.23740e-01,0.02
-1.23736e-01,0.016
-1.23732e-01,0.012
-1.23728e-01,0.024
-1.23724e-01,0.024
-1.23720e-01,0.028
-1.23716e-01,0.016
-1.23712e-01,0.032
-1.23708e-01,0.024
-1.23704e-01,0.028
-1.23700e-01,0.044
-1.23696e-01,0.024
-1.23692e-01,0.028
-1.23688e-01,0.028
-1.23684e-01,0.008
-1.23680e-01,0.02
-1.23676e-01,0.02
-1.23672e-01,0.04
-1.23668e-01,0.032
-1.23664e-01,0.016
-1.23660e-01,0.028
-1.23656e-01,0.028
-1.23652e-01,0.032
-1.23648e-01,0.036
-1.23644e-01,0.024
-1.23640e-01,0.02
-1.23636e-01,0.028
-1.23632e-01,0.016
-1.23628e-01,0.024
-1.23624e-01,0.024
-1.23620e-01,0.024
-1.23616e-01,0.02
-1.23612e-01,0.02
-1.23608e-01,0.024
-1.23604e-01,0.02
-1.23600e-01,0.028
-1.23596e-01,0.012
-1.23592e-01,0.02
-1.23588e-01,0.032
-1.23584e-01,0.024
-1.23580e-01,0.02
-1.23576e-01,0.024
-1.23572e-01,0.02
-1.23568e-01,0.036
-1.23564e-01,0.024
-1.23560e-01,0.028
-1.23556e-01,0.024
-1.23552e-01,0.028
-1.23548e-01,0.024
-1.23544e-01,0.02
-1.23540e-01,0.016
-1.23536e-01,0.02
-1.23532e-01,0.036
-1.23528e-01,0.028
-1.23524e-01,0.016
-1.23520e-01,0.016
-1.23516e-01,0.028
-1.23512e-01,0.028
-1.23508e-01,0.036
-1.23504e-01,0.024
-1.23500e-01,0.024
-1.23496e-01,0.012
-1.23492e-01,0.028
-1.23488e-01,0.016
-1.23484e-01,0.024
-1.23480e-01,0.02
-1.23476e-01,0.02
-1.23472e-01,0.028
-1.23468e-01,0.016
-1.23464e-01,0.024
-1.23460e-01,0.024
-1.23456e-01,0.028
-1.23452e-01,0.012
-1.23448e-01,0.024
-1.23444e-01,0.028
-1.23440e-01,0.028
-1.23436e-01,0.016
-1.23432e-01,0.024
-1.23428e-01,0.012
-1.23424e-01,0.02
-1.23420e-01,0.02
-1.23416e-01,0.028
-1.23412e-01,0.024
-1.23408e-01,0.024
-1.23404e-01,0.028
-1.23400e-01,0.024
-1.23396e-01,0.02
-1.23392e-01,0.024
-1.23388e-01,0.028
-1.23384e-01,0.028
-1.23380e-01,0.024
-1.23376e-01,0.028
-1.23372e-01,0.028
-1.23368e-01,0.02
-1.23364e-01,0.032
-1.23360e-01,0.024
-1.23356e-01,0.024
-1.23352e-01,0.024
-1.23348e-01,0.02
-1.23344e-01,0.028
-1.23340e-01,0.012
-1.23336e-01,0.02
-1.23332e-01,0.024
-1.23328e-01,0.02
-1.23324e-01,0.032
-1.23320e-01,0.024
-1.23316e-01,0.016
-1.23312e-01,0.024
-1.23308e-01,0.028
-1.23304e-01,0.016
-1.23300e-01,0.024
-1.23296e-01,0.024
-1.23292e-01,0.032
-1.23288e-01,0.028
-1.23284e-01,0.028
-1.23280e-01,0.028
-1.23276e-01,0.024
-1.23272e-01,0.028
-1.23268e-01,0.02
-1.23264e-01,0.016
-1.23260e-01,0.024
-1.23256e-01,0.028
-1.23252e-01,0.028
-1.23248e-01,0.028
-1.23244e-01,0.02
-1.23240e-01,0.032
-1.23236e-01,0.028
-1.23232e-01,0.04
-1.23228e-01,0.024
-1.23224e-01,0.02
-1.23220e-01,0.028
-1.23216e-01,0.024
-1.23212e-01,0.02
-1.23208e-01,0.024
-1.23204e-01,0.024
-1.23200e-01,0.02
-1.23196e-01,0.032
-1.23192e-01,0.028
-1.23188e-01,0.024
-1.23184e-01,0.024
-1.23180e-01,0.016
-1.23176e-01,0.024
-1.23172e-01,0.036
-1.23168e-01,0.016
-1.23164e-01,0.016
-1.23160e-01,0.016
-1.23156e-01,0.028
-1.23152e-01,0.016
-1.23148e-01,0.036
-1.23144e-01,0.032
-1.23140e-01,0.02
-1.23136e-01,0.016
-1.23132e-01,0.032
-1.23128e-01,0.032
-1.23124e-01,0.02
-1.23120e-01,0.02
-1.23116e-01,0.024
-1.23112e-01,0.024
-1.23108e-01,0.028
-1.23104e-01,0.024
-1.23100e-01,0.024
-1.23096e-01,0.02
-1.23092e-01,0.024
-1.23088e-01,0.024
-1.23084e-01,0.02
-1.23080e-01,0.02
-1.23076e-01,0.024
-1.23072e-01,0.036
-1.23068e-01,0.024
-1.23064e-01,0.028
-1.23060e-01,0.024
-1.23056e-01,0.016
-1.23052e-01,0.016
-1.23048e-01,0.02
-1.23044e-01,0.02
-1.23040e-01,0.008
-1.23036e-01,0.012
-1.23032e-01,0.028
-1.23028e-01,0.032
-1.23024e-01,0.016
-1.23020e-01,0.016
-1.23016e-01,0.028
-1.23012e-01,0.016
-1.23008e-01,0.028
-1.23004e-01,0.02
-1.23000e-01,0.02
-1.22996e-01,0.028
-1.22992e-01,0.024
-1.22988e-01,0.028
-1.22984e-01,0.008
-1.22980e-01,0.016
-1.22976e-01,0.032
-1.22972e-01,0.028
-1.22968e-01,0.02
-1.22964e-01,0.032
-1.22960e-01,0.028
-1.22956e-01,0.028
-1.22952e-01,0.016
-1.22948e-01,0.028
-1.22944e-01,0.012
-1.22940e-01,0.032
-1.22936e-01,0.016
-1.22932e-01,0.024
-1.22928e-01,0.024
-1.22924e-01,0.016
-1.22920e-01,0.024
-1.22916e-01,0.028
-1.22912e-01,0.02
-1.22908e-01,0.028
-1.22904e-01,0.024
-1.22900e-01,0.016
-1.22896e-01,0.016
-1.22892e-01,0.024
-1.22888e-01,0.024
-1.22884e-01,0.02
-1.22880e-01,0.02
-1.22876e-01,0.008
-1.22872e-01,0.016
-1.22868e-01,0.02
-1.22864e-01,0.028
-1.22860e-01,0.032
-1.22856e-01,0.028
-1.22852e-01,0.02
-1.22848e-01,0.012
-1.22844e-01,0.028
-1.22840e-01,0.016
-1.22836e-01,0.028
-1.22832e-01,0.028
-1.22828e-01,0.012
-1.22824e-01,0.028
-1.22820e-01,0.028
-1.22816e-01,0.012
-1.22812e-01,0.032
-1.22808e-01,0.02
-1.22804e-01,0.028
-1.22800e-01,0.024
-1.22796e-01,0.016
-1.22792e-01,0.008
-1.22788e-01,0.016
-1.22784e-01,0.028
-1.22780e-01,0.02
-1.22776e-01,0.012
-1.22772e-01,0.016
-1.22768e-01,0.02
-1.22764e-01,0.028
-1.22760e-01,0.024
-1.22756e-01,0.024
-1.22752e-01,0.024
-1.22748e-01,0.028
-1.22744e-01,0.012
-1.22740e-01,0.016
-1.22736e-01,0.02
-1.22732e-01,0.02
-1.22728e-01,0.024
-1.22724e-01,0.012
-1.22720e-01,0.02
-1.22716e-01,0.024
-1.22712e-01,0.008
-1.22708e-01,0.024
-1.22704e-01,0.02
-1.22700e-01,0.016
-1.22696e-01,0.028
-1.22692e-01,0.028
-1.22688e-01,0.016
-1.22684e-01,0.028
-1.22680e-01,0.028
-1.22676e-01,0.02
-1.22672e-01,0.024
-1.22668e-01,0.024
-1.22664e-01,0.024
-1.22660e-01,0.012
-1.22656e-01,0.028
-1.22652e-01,0.024
-1.22648e-01,0.032
-1.22644e-01,0.024
-1.22640e-01,0.016
-1.22636e-01,0.028
-1.22632e-01,0.04
-1.22628e-01,0.016
-1.22624e-01,0.024
-1.22620e-01,0.02
-1.22616e-01,0.016
-1.22612e-01,0.024
-1.22608e-01,0.024
-1.22604e-01,0.028
-1.22600e-01,0.024
-1.22596e-01,0.036
-1.22592e-01,0.024
-1.22588e-01,0.02
-1.22584e-01,0.028
-1.22580e-01,0.032
-1.22576e-01,0.024
-1.22572e-01,0.028
-1.22568e-01,0.024
-1.22564e-01,0.02
-1.22560e-01,0.028
-1.22556e-01,0.028
-1.22552e-01,0.028
-1.22548e-01,0.036
-1.22544e-01,0.016
-1.22540e-01,0.024
-1.22536e-01,0.02
-1.22532e-01,0.024
-1.22528e-01,0.032
-1.22524e-01,0.028
-1.22520e-01,0.028
-1.22516e-01,0.032
-1.22512e-01,0.008
-1.22508e-01,0.024
-1.22504e-01,0.016
-1.22500e-01,0.032
-1.22496e-01,0.024
-1.22492e-01,0.032
-1.22488e-01,0.016
-1.22484e-01,0.024
-1.22480e-01,0.016
-1.22476e-01,0.024
-1.22472e-01,0.02
-1.22468e-01,0.02
-1.22464e-01,0.028
-1.22460e-01,0.016
-1.22456e-01,0.024
-1.22452e-01,0.02
-1.22448e-01,0.02
-1.22444e-01,0.016
-1.22440e-01,0.024
-1.22436e-01,0.012
-1.22432e-01,0.024
-1.22428e-01,0.02
-1.22424e-01,0.024
-1.22420e-01,0.024
-1.22416e-01,0.028
-1.22412e-01,0.012
-1.22408e-01,0.028
-1.22404e-01,0.028
-1.22400e-01,0.028
-1.22396e-01,0.016
-1.22392e-01,0.028
-1.22388e-01,0.028
-1.22384e-01,0.024
-1.22380e-01,0.024
-1.22376e-01,0.032
-1.22372e-01,0.024
-1.22368e-01,0.02
-1.22364e-01,0.016
-1.22360e-01,0.028
-1.22356e-01,0.024
-1.22352e-01,0.02
-1.22348e-01,0.008
-1.22344e-01,0.024
-1.22340e-01,0.016
-1.22336e-01,0.024
-1.22332e-01,0.012
-1.22328e-01,0.02
-1.22324e-01,0.02
-1.22320e-01,0.024
-1.22316e-01,0.016
-1.22312e-01,0.04
-1.22308e-01,0.028
-1.22304e-01,0.024
-1.22300e-01,0.02
-1.22296e-01,0.028
-1.22292e-01,0.032
-1.22288e-01,0.016
-1.22284e-01,0.028
-1.22280e-01,0.028
-1.22276e-01,0.028
-1.22272e-01,0.036
-1.22268e-01,0.032
-1.22264e-01,0.012
-1.22260e-01,0.028
-1.22256e-01,0.02
-1.22252e-01,0.024
-1.22248e-01,0.024
-1.22244e-01,0.036
-1.22240e-01,0.032
-1.22236e-01,0.024
-1.22232e-01,0.032
-1.22228e-01,0.02
-1.22224e-01,0.028
-1.22220e-01,0.024
-1.22216e-01,0.02
-1.22212e-01,0.02
-1.22208e-01,0.036
-1.22204e-01,0.028
-1.22200e-01,0.028
-1.22196e-01,0.02
-1.22192e-01,0.032
-1.22188e-01,0.016
-1.22184e-01,0.028
-1.22180e-01,0.016
-1.22176e-01,0.028
-1.22172e-01,0.028
-1.22168e-01,0.016
-1.22164e-01,0.028
-1.22160e-01,0.032
-1.22156e-01,0.028
-1.22152e-01,0.02
-1.22148e-01,0.024
-1.22144e-01,0.02
-1.22140e-01,0.024
-1.22136e-01,0.024
-1.22132e-01,0.016
-1.22128e-01,0.012
-1.22124e-01,0.024
-1.22120e-01,0.028
-1.22116e-01,0.016
-1.22112e-01,0.028
-1.22108e-01,0.024
-1.22104e-01,0.012
-1.22100e-01,0.02
-1.22096e-01,0.036
-1.22092e-01,0.04
-1.22088e-01,0.024
-1.22084e-01,0.024
-1.22080e-01,0.028
-1.22076e-01,0.024
-1.22072e-01,0.016
-1.22068e-01,0.024
-1.22064e-01,0.028
-1.22060e-01,0.024
-1.22056e-01,0.024
-1.22052e-01,0.02
-1.22048e-01,0.02
-1.22044e-01,0.02
-1.22040e-01,0.016
-1.22036e-01,0.032
-1.22032e-01,0.024
-1.22028e-01,0.024
-1.22024e-01,0.032
-1.22020e-01,0.04
-1.22016e-01,0.028
-1.22012e-01,0.016
-1.22008e-01,0.024
-1.22004e-01,0.028
-1.22000e-01,0.024
-1.21996e-01,0.016
-1.21992e-01,0.024
-1.21988e-01,0.024
-1.21984e-01,0.02
-1.21980e-01,0.024
-1.21976e-01,0.02
-1.21972e-01,0.024
-1.21968e-01,0.012
-1.21964e-01,0.028
-1.21960e-01,0.024
-1.21956e-01,0.028
-1.21952e-01,0.024
-1.21948e-01,0.024
-1.21944e-01,0.024
-1.21940e-01,0.024
-1.21936e-01,0.016
-1.21932e-01,0.024
-1.21928e-01,0.024
-1.21924e-01,0.016
-1.21920e-01,0.024
-1.21916e-01,0.016
-1.21912e-01,0.028
-1.21908e-01,0.016
-1.21904e-01,0.02
-1.21900e-01,0.016
-1.21896e-01,0.016
-1.21892e-01,0.032
-1.21888e-01,0.036
-1.21884e-01,0.028
-1.21880e-01,0.02
-1.21876e-01,0.028
-1.21872e-01,0.024
-1.21868e-01,0.02
-1.21864e-01,0.02
-1.21860e-01,0.02
-1.21856e-01,0.036
-1.21852e-01,0.024
-1.21848e-01,0.036
-1.21844e-01,0.028
-1.21840e-01,0.028
-1.21836e-01,0.02
-1.21832e-01,0.02
-1.21828e-01,0.024
-1.21824e-01,0.02
-1.21820e-01,0.024
-1.21816e-01,0.044
-1.21812e-01,0.032
-1.21808e-01,0.016
-1.21804e-01,0.032
-1.21800e-01,0.016
-1.21796e-01,0.024
-1.21792e-01,0.02
-1.21788e-01,0.032
-1.21784e-01,0.028
-1.21780e-01,0.028
-1.21776e-01,0.02
-1.21772e-01,0.028
-1.21768e-01,0.028
-1.21764e-01,0.024
-1.21760e-01,0.008
-1.21756e-01,0.024
-1.21752e-01,0.032
-1.21748e-01,0.024
-1.21744e-01,0.02
-1.21740e-01,0.036
-1.21736e-01,0.024
-1.21732e-01,0.028
-1.21728e-01,0.02
-1.21724e-01,0.024
-1.21720e-01,0.024
-1.21716e-01,0.016
-1.21712e-01,0.02
-1.21708e-01,0.028
-1.21704e-01,0.02
-1.21700e-01,0.032
-1.21696e-01,0.02
-1.21692e-01,0.024
-1.21688e-01,0.02
-1.21684e-01,0.016
-1.21680e-01,0.028
-1.21676e-01,0.02
-1.21672e-01,0.024
-1.21668e-01,0.02
-1.21664e-01,0.032
-1.21660e-01,0.02
-1.21656e-01,0.024
-1.21652e-01,0.012
-1.21648e-01,0.024
-1.21644e-01,0.024
-1.21640e-01,0.008
-1.21636e-01,0.028
-1.21632e-01,0.024
-1.21628e-01,0.028
-1.21624e-01,0.024
-1.21620e-01,0.016
-1.21616e-01,0.016
-1.21612e-01,0.016
-1.21608e-01,0.02
-1.21604e-01,0.024
-1.21600e-01,0.028
-1.21596e-01,0.028
-1.21592e-01,0.032
-1.21588e-01,0.016
-1.21584e-01,0.036
-1.21580e-01,0.02
-1.21576e-01,0.02
-1.21572e-01,0.016
-1.21568e-01,0.02
-1.21564e-01,0.028
-1.21560e-01,0.024
-1.21556e-01,0.048
-1.21552e-01,0.024
-1.21548e-01,0.028
-1.21544e-01,0.024
-1.21540e-01,0.02
-1.21536e-01,0.032
-1.21532e-01,0.028
-1.21528e-01,0.02
-1.21524e-01,0.016
-1.21520e-01,0.008
-1.21516e-01,0.024
-1.21512e-01,0.028
-1.21508e-01,0.02
-1.21504e-01,0.028
-1.21500e-01,0.024
-1.21496e-01,0.028
-1.21492e-01,0.024
-1.21488e-01,0.024
-1.21484e-01,0.024
-1.21480e-01,0.024
-1.21476e-01,0.028
-1.21472e-01,0.024
-1.21468e-01,0.036
-1.21464e-01,0.028
-1.21460e-01,0.02
-1.21456e-01,0.02
-1.21452e-01,0.024
-1.21448e-01,0.016
-1.21444e-01,0.028
-1.21440e-01,0.036
-1.21436e-01,0.02
-1.21432e-01,0.032
-1.21428e-01,0.032
-1.21424e-01,0.02
-1.21420e-01,0.028
-1.21416e-01,0.016
-1.21412e-01,0.016
-1.21408e-01,0.024
-1.21404e-01,0.016
-1.21400e-01,0.02
-1.21396e-01,0.028
-1.21392e-01,0.024
-1.21388e-01,0.02
-1.21384e-01,0.028
-1.21380e-01,0.032
-1.21376e-01,0.032
-1.21372e-01,0.024
-1.21368e-01,0.024
-1.21364e-01,0.032
-1.21360e-01,0.024
-1.21356e-01,0.028
-1.21352e-01,0.02
-1.21348e-01,0.028
-1.21344e-01,0.02
-1.21340e-01,0.028
-1.21336e-01,0.028
-1.21332e-01,0.028
-1.21328e-01,0.028
-1.21324e-01,0.02
-1.21320e-01,0.02
-1.21316e-01,0.032
-1.21312e-01,0.02
-1.21308e-01,0.032
-1.21304e-01,0.016
-1.21300e-01,0.028
-1.21296e-01,0.028
-1.21292e-01,0.028
-1.21288e-01,0.02
-1.21284e-01,0.016
-1.21280e-01,0.024
-1.21276e-01,0.024
-1.21272e-01,0.024
-1.21268e-01,0.024
-1.21264e-01,0.032
-1.21260e-01,0.036
-1.21256e-01,0.036
-1.21252e-01,0.024
-1.21248e-01,0.028
-1.21244e-01,0.024
-1.21240e-01,0.036
-1.21236e-01,0.028
-1.21232e-01,0.024
-1.21228e-01,0.032
-1.21224e-01,0.024
-1.21220e-01,0.028
-1.21216e-01,0.024
-1.21212e-01,0.016
-1.21208e-01,0.02
-1.21204e-01,0.028
-1.21200e-01,0.028
-1.21196e-01,0.024
-1.21192e-01,0.02
-1.21188e-01,0.032
-1.21184e-01,0.02
-1.21180e-01,0.016
-1.21176e-01,0.028
-1.21172e-01,0.028
-1.21168e-01,0.028
-1.21164e-01,0.028
-1.21160e-01,0.024
-1.21156e-01,0.032
-1.21152e-01,0.024
-1.21148e-01,0.024
-1.21144e-01,0.024
-1.21140e-01,0.032
-1.21136e-01,0.032
-1.21132e-01,0.024
-1.21128e-01,0.036
-1.21124e-01,0.024
-1.21120e-01,0.032
-1.21116e-01,0.028
-1.21112e-01,0.024
-1.21108e-01,0.016
-1.21104e-01,0.012
-1.21100e-01,0.024
-1.21096e-01,0.028
-1.21092e-01,0.036
-1.21088e-01,0.024
-1.21084e-01,0.016
-1.21080e-01,0.024
-1.21076e-01,0.024
-1.21072e-01,0.028
-1.21068e-01,0.032
-1.21064e-01,0.024
-1.21060e-01,0.012
-1.21056e-01,0.016
-1.21052e-01,0.024
-1.21048e-01,0.02
-1.21044e-01,0.024
-1.21040e-01,0.028
-1.21036e-01,0.024
-1.21032e-01,0.016
-1.21028e-01,0.016
-1.21024e-01,0.028
-1.21020e-01,0.028
-1.21016e-01,0.024
-1.21012e-01,0.024
-1.21008e-01,0.028
-1.21004e-01,0.016
-1.21000e-01,0.028
-1.20996e-01,0.028
-1.20992e-01,0.016
-1.20988e-01,0.028
-1.20984e-01,0.016
-1.20980e-01,0.032
-1.20976e-01,0.024
-1.20972e-01,0.028
-1.20968e-01,0.02
-1.20964e-01,0.024
-1.20960e-01,0.024
-1.20956e-01,0.032
-1.20952e-01,0.02
-1.20948e-01,0.024
-1.20944e-01,0.032
-1.20940e-01,0.024
-1.20936e-01,0.028
-1.20932e-01,0.028
-1.20928e-01,0.028
-1.20924e-01,0.02
-1.20920e-01,0.024
-1.20916e-01,0.02
-1.20912e-01,0.02
-1.20908e-01,0.024
-1.20904e-01,0.024
-1.20900e-01,0.02
-1.20896e-01,0.016
-1.20892e-01,0.024
-1.20888e-01,0.016
-1.20884e-01,0.028
-1.20880e-01,0.012
-1.20876e-01,0.028
-1.20872e-01,0.024
-1.20868e-01,0.02
-1.20864e-01,0.008
-1.20860e-01,0.024
-1.20856e-01,0.008
-1.20852e-01,0.02
-1.20848e-01,0.024
-1.20844e-01,0.016
-1.20840e-01,0.02
-1.20836e-01,0.028
-1.20832e-01,0.024
-1.20828e-01,0.028
-1.20824e-01,0.028
-1.20820e-01,0.024
-1.20816e-01,0.028
-1.20812e-01,0.02
-1.20808e-01,0.016
-1.20804e-01,0.032
-1.20800e-01,0.02
-1.20796e-01,0.012
-1.20792e-01,0.032
-1.20788e-01,0.036
-1.20784e-01,0.012
-1.20780e-01,0.028
-1.20776e-01,0.02
-1.20772e-01,0.024
-1.20768e-01,0.024
-1.20764e-01,0.028
-1.20760e-01,0.024
-1.20756e-01,0.016
-1.20752e-01,0.024
-1.20748e-01,0.016
-1.20744e-01,0.012
-1.20740e-01,0.028
-1.20736e-01,0.02
-1.20732e-01,0.016
-1.20728e-01,0.032
-1.20724e-01,0.028
-1.20720e-01,0.02
-1.20716e-01,0.02
-1.20712e-01,0.028
-1.20708e-01,0.028
-1.20704e-01,0.028
-1.20700e-01,0.036
-1.20696e-01,0.024
-1.20692e-01,0.02
-1.20688e-01,0.028
-1.20684e-01,0.028
-1.20680e-01,0.016
-1.20676e-01,0.036
-1.20672e-01,0.028
-1.20668e-01,0.04
-1.20664e-01,0.024
-1.20660e-01,0.012
-1.20656e-01,0.024
-1.20652e-01,0.044
-1.20648e-01,0.008
-1.20644e-01,0.02
-1.20640e-01,0.032
-1.20636e-01,0.028
-1.20632e-01,0.016
-1.20628e-01,0.028
-1.20624e-01,0.024
-1.20620e-01,0.028
-1.20616e-01,0.012
-1.20612e-01,0.02
-1.20608e-01,0.02
-1.20604e-01,0.036
-1.20600e-01,0.032
-1.20596e-01,0.028
-1.20592e-01,0.008
-1.20588e-01,0.028
-1.20584e-01,0.028
-1.20580e-01,0.024
-1.20576e-01,0.028
-1.20572e-01,0.028
-1.20568e-01,0.024
-1.20564e-01,0.024
-1.20560e-01,0.024
-1.20556e-01,0.028
-1.20552e-01,0.032
-1.20548e-01,0.028
-1.20544e-01,0.016
-1.20540e-01,0.024
-1.20536e-01,0.012
-1.20532e-01,0.024
-1.20528e-01,0.024
-1.20524e-01,0.024
-1.20520e-01,0.028
-1.20516e-01,0.032
-1.20512e-01,0.024
-1.20508e-01,0.028
-1.20504e-01,0.036
-1.20500e-01,0.028
-1.20496e-01,0.028
-1.20492e-01,0.028
-1.20488e-01,0.024
-1.20484e-01,0.016
-1.20480e-01,0.028
-1.20476e-01,0.028
-1.20472e-01,0.024
-1.20468e-01,0.024
-1.20464e-01,0.024
-1.20460e-01,0.028
-1.20456e-01,0.024
-1.20452e-01,0.024
-1.20448e-01,0.024
-1.20444e-01,0.016
-1.20440e-01,0.016
-1.20436e-01,0.016
-1.20432e-01,0.024
-1.20428e-01,0.032
-1.20424e-01,0.024
-1.20420e-01,0.04
-1.20416e-01,0.02
-1.20412e-01,0.024
-1.20408e-01,0.036
-1.20404e-01,0.028
-1.20400e-01,0.016
-1.20396e-01,0.02
-1.20392e-01,0.024
-1.20388e-01,0.032
-1.20384e-01,0.032
-1.20380e-01,0.028
-1.20376e-01,0.028
-1.20372e-01,0.036
-1.20368e-01,0.028
-1.20364e-01,0.036
-1.20360e-01,0.04
-1.20356e-01,0.024
-1.20352e-01,0.024
-1.20348e-01,0.02
-1.20344e-01,0.036
-1.20340e-01,0.024
-1.20336e-01,0.028
-1.20332e-01,0.02
-1.20328e-01,0.028
-1.20324e-01,0.032
-1.20320e-01,0.032
-1.20316e-01,0.032
-1.20312e-01,0.036
-1.20308e-01,0.012
-1.20304e-01,0.028
-1.20300e-01,0.024
-1.20296e-01,0.02
-1.20292e-01,0.02
-1.20288e-01,0.036
-1.20284e-01,0.024
-1.20280e-01,0.028
-1.20276e-01,0.028
-1.20272e-01,0.036
-1.20268e-01,0.028
-1.20264e-01,0.028
-1.20260e-01,0.024
-1.20256e-01,0.02
-1.20252e-01,0.036
-1.20248e-01,0.024
-1.20244e-01,0.024
-1.20240e-01,0.032
-1.20236e-01,0.036
-1.20232e-01,0.036
-1.20228e-01,0.028
-1.20224e-01,0.028
-1.20220e-01,0.028
-1.20216e-01,0.028
-1.20212e-01,0.02
-1.20208e-01,0.024
-1.20204e-01,0.032
-1.20200e-01,0.036
-1.20196e-01,0.028
